age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
36,entrepreneur,single,tertiary,no,658,yes,no,cellular,29,jan,99,1,227,3,failure,no
35,technician,divorced,tertiary,no,1242,yes,no,cellular,29,jan,141,1,245,3,failure,no
26,management,divorced,tertiary,yes,-402,no,yes,cellular,29,jan,66,2,262,2,failure,no
39,services,married,secondary,no,1099,no,no,cellular,29,jan,211,2,245,6,failure,no
35,admin.,married,secondary,no,147,yes,yes,cellular,29,jan,41,1,184,7,failure,no
32,blue-collar,single,secondary,no,1139,yes,no,cellular,29,jan,57,1,191,1,failure,no
53,blue-collar,single,primary,no,354,yes,no,cellular,29,jan,133,1,226,2,failure,no
38,blue-collar,married,primary,no,406,yes,no,cellular,29,jan,138,1,188,5,failure,no
45,blue-collar,married,primary,no,300,yes,no,cellular,29,jan,203,1,261,3,failure,no
34,management,married,tertiary,no,349,yes,yes,cellular,29,jan,133,2,185,3,failure,no
55,services,divorced,primary,no,2923,yes,no,cellular,29,jan,94,1,259,2,failure,no
59,management,single,secondary,no,671,yes,yes,cellular,29,jan,219,2,259,5,failure,no
53,services,married,secondary,no,367,yes,yes,cellular,29,jan,155,1,261,2,failure,no
39,entrepreneur,divorced,tertiary,no,208,yes,no,cellular,29,jan,81,1,240,2,failure,no
60,retired,divorced,,no,-49,yes,no,cellular,29,jan,188,1,261,2,failure,no
53,retired,divorced,secondary,no,246,yes,no,cellular,29,jan,158,2,247,1,failure,no
38,management,single,tertiary,no,16957,yes,no,telephone,29,jan,208,1,247,2,failure,no
28,technician,married,secondary,no,232,yes,yes,cellular,29,jan,72,1,261,1,failure,no
40,blue-collar,divorced,primary,no,4168,yes,no,cellular,29,jan,91,1,223,3,failure,no
26,blue-collar,single,primary,no,155,yes,no,cellular,29,jan,291,1,244,4,failure,no
46,blue-collar,married,secondary,no,-3,yes,no,cellular,29,jan,79,2,265,2,failure,no
45,technician,married,secondary,no,398,yes,no,cellular,29,jan,227,1,246,5,failure,no
56,management,single,tertiary,no,6507,yes,yes,cellular,29,jan,134,1,196,1,failure,no
28,management,single,tertiary,no,882,no,yes,cellular,29,jan,94,1,205,2,failure,no
40,technician,married,secondary,no,56,yes,yes,cellular,29,jan,194,1,247,1,failure,no
58,blue-collar,married,secondary,no,1298,yes,no,cellular,29,jan,522,2,245,4,failure,no
28,technician,single,secondary,no,527,yes,no,cellular,29,jan,161,2,265,1,failure,no
30,blue-collar,single,secondary,no,-61,no,no,cellular,29,jan,111,2,196,1,failure,no
41,management,married,tertiary,no,-29,no,no,cellular,29,jan,41,2,266,2,failure,no
32,management,married,tertiary,no,2213,no,no,cellular,29,jan,125,2,154,7,failure,no
49,management,single,tertiary,no,145,yes,no,cellular,29,jan,57,2,248,38,failure,no
47,management,married,tertiary,yes,-337,no,yes,cellular,29,jan,243,4,161,2,failure,no
27,technician,single,secondary,no,261,yes,no,cellular,29,jan,236,2,247,2,failure,no
28,technician,single,tertiary,no,-214,yes,no,cellular,29,jan,228,2,262,3,failure,no
57,management,divorced,tertiary,no,-676,yes,yes,cellular,29,jan,100,2,247,1,failure,no
32,technician,single,,no,317,yes,no,cellular,29,jan,452,2,253,2,failure,no
38,technician,divorced,secondary,no,531,no,no,cellular,29,jan,214,3,226,7,failure,no
30,services,single,secondary,no,9,no,yes,cellular,29,jan,194,2,205,2,failure,no
29,technician,single,tertiary,no,370,yes,no,cellular,29,jan,119,2,251,5,failure,no
31,management,married,secondary,no,0,no,no,cellular,29,jan,120,2,160,2,failure,no
56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,227,1,failure,no
44,management,married,secondary,no,488,no,yes,cellular,29,jan,138,2,183,11,failure,no
34,blue-collar,married,secondary,no,-211,yes,no,cellular,29,jan,135,2,184,5,failure,no
33,blue-collar,married,primary,no,902,yes,no,cellular,29,jan,207,2,247,2,failure,no
36,technician,married,secondary,no,1508,no,no,cellular,29,jan,187,2,185,8,failure,no
26,technician,single,tertiary,no,43,yes,yes,cellular,29,jan,169,3,246,1,failure,no
28,student,single,secondary,no,24,yes,no,cellular,29,jan,284,2,196,2,failure,no
57,management,divorced,tertiary,no,1016,yes,no,cellular,29,jan,462,2,234,5,failure,no
29,management,married,tertiary,no,1366,yes,no,cellular,29,jan,90,2,245,3,failure,no
32,services,married,secondary,no,356,yes,no,cellular,29,jan,56,2,223,5,failure,no
37,management,divorced,secondary,no,414,no,no,cellular,29,jan,293,2,162,4,failure,no
40,technician,single,secondary,no,822,yes,yes,cellular,29,jan,155,2,245,3,failure,no
48,technician,married,secondary,no,101,yes,no,cellular,29,jan,414,2,192,3,failure,no
45,technician,single,secondary,no,-55,no,no,cellular,29,jan,78,3,197,1,failure,no
31,technician,married,tertiary,no,702,no,yes,cellular,29,jan,157,3,182,29,failure,no
37,technician,married,secondary,no,1120,yes,no,cellular,29,jan,88,3,244,5,failure,no
33,admin.,single,secondary,no,303,no,no,cellular,29,jan,483,2,266,1,failure,no
57,technician,divorced,secondary,no,77,yes,yes,cellular,29,jan,168,3,246,2,failure,no
47,retired,married,tertiary,no,1225,yes,yes,cellular,29,jan,191,3,227,2,failure,no
28,technician,single,secondary,no,8,yes,no,cellular,29,jan,389,2,254,3,failure,no
39,technician,divorced,secondary,no,1333,yes,yes,cellular,29,jan,585,2,246,1,failure,no
31,entrepreneur,married,secondary,no,10,yes,yes,cellular,29,jan,161,3,188,9,failure,no
49,management,single,secondary,no,61,yes,no,cellular,29,jan,185,2,246,1,failure,no
33,blue-collar,divorced,secondary,no,880,yes,yes,cellular,29,jan,263,3,239,1,failure,no
39,blue-collar,married,secondary,no,360,yes,no,cellular,29,jan,325,2,260,2,failure,no
54,admin.,married,secondary,no,263,no,yes,telephone,29,jan,283,4,195,7,failure,no
35,blue-collar,single,secondary,no,297,yes,no,cellular,29,jan,251,3,265,4,failure,no
26,blue-collar,single,secondary,no,249,yes,no,cellular,29,jan,235,3,262,5,failure,no
31,management,single,tertiary,no,1724,yes,no,telephone,29,jan,152,2,254,1,failure,no
31,services,single,secondary,no,442,yes,no,cellular,29,jan,355,3,258,3,failure,no
46,management,divorced,tertiary,no,-154,yes,yes,cellular,29,jan,150,2,247,2,failure,no
30,self-employed,married,,no,1712,no,no,cellular,29,jan,213,3,190,2,failure,no
36,services,married,secondary,no,1053,yes,no,telephone,30,jan,99,1,259,1,failure,no
35,blue-collar,married,secondary,no,6411,yes,yes,cellular,30,jan,144,1,266,2,failure,no
35,technician,single,secondary,no,951,yes,no,cellular,30,jan,163,1,254,1,failure,no
46,management,married,,no,802,yes,no,cellular,30,jan,445,1,189,1,failure,no
28,admin.,married,secondary,no,-247,yes,yes,cellular,30,jan,121,1,240,2,failure,no
49,management,married,tertiary,no,342,no,no,cellular,30,jan,433,2,228,1,failure,no
59,admin.,married,primary,no,879,yes,no,cellular,30,jan,126,5,259,7,failure,no
29,services,single,tertiary,no,737,yes,yes,cellular,30,jan,499,5,248,1,failure,no
35,technician,single,tertiary,no,364,no,yes,cellular,30,jan,162,3,205,3,failure,no
35,technician,single,secondary,no,2144,yes,no,cellular,30,jan,146,2,262,2,failure,no
34,technician,divorced,secondary,no,1301,yes,no,cellular,30,jan,196,2,189,2,failure,no
47,technician,divorced,tertiary,no,405,yes,no,cellular,30,jan,236,1,260,1,failure,no
26,technician,divorced,tertiary,no,3154,yes,yes,cellular,30,jan,350,3,248,1,failure,no
31,technician,single,tertiary,no,236,yes,no,cellular,30,jan,200,1,259,1,failure,no
33,technician,married,tertiary,no,525,yes,yes,cellular,30,jan,499,1,247,1,failure,no
29,admin.,married,secondary,no,957,yes,yes,cellular,30,jan,258,2,263,3,failure,no
54,blue-collar,single,,no,1555,yes,no,telephone,30,jan,258,5,248,2,failure,no
50,management,married,tertiary,no,0,no,no,cellular,30,jan,199,1,205,1,failure,no
55,technician,married,,no,851,yes,no,cellular,30,jan,138,1,270,2,failure,no
39,self-employed,married,tertiary,no,1492,yes,no,cellular,30,jan,227,1,189,1,failure,no
51,services,married,secondary,no,5699,yes,no,cellular,30,jan,436,1,270,2,failure,no
52,blue-collar,married,primary,no,109,yes,no,cellular,30,jan,177,4,248,2,failure,no
33,blue-collar,single,tertiary,no,457,yes,no,cellular,30,jan,159,1,191,4,failure,no
36,services,single,secondary,no,511,yes,yes,cellular,30,jan,706,1,252,1,failure,no
36,technician,single,secondary,no,317,yes,no,cellular,30,jan,198,2,266,2,failure,no
52,management,married,tertiary,no,1355,yes,no,cellular,30,jan,131,1,241,1,failure,no
33,blue-collar,single,secondary,no,22,no,no,cellular,30,jan,76,2,207,1,failure,no
57,management,divorced,tertiary,no,2549,no,no,cellular,30,jan,456,3,197,2,failure,no
39,technician,married,secondary,no,-735,yes,no,cellular,30,jan,144,5,248,2,failure,no
,management,married,tertiary,no,-61,no,no,cellular,30,jan,90,5,172,1,failure,no
51,admin.,married,secondary,no,0,yes,yes,cellular,30,jan,150,1,252,1,failure,no
57,technician,married,primary,no,1276,yes,no,cellular,30,jan,44,1,200,4,failure,no
53,admin.,married,secondary,no,-375,yes,no,cellular,30,jan,103,1,252,1,failure,no
37,blue-collar,divorced,secondary,no,-175,yes,no,cellular,30,jan,638,4,266,1,failure,no
49,management,single,tertiary,no,163,yes,no,cellular,30,jan,281,2,269,3,failure,no
56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,90,2,232,1,failure,no
26,services,single,secondary,no,512,yes,yes,cellular,30,jan,206,5,239,3,failure,no
41,blue-collar,divorced,secondary,no,-333,yes,no,cellular,30,jan,118,3,270,2,failure,no
31,self-employed,married,tertiary,no,227,yes,yes,cellular,30,jan,154,6,263,3,failure,no
46,blue-collar,married,primary,no,665,no,no,cellular,30,jan,89,4,235,2,failure,no
31,management,single,tertiary,no,358,yes,no,cellular,30,jan,68,3,256,51,failure,no
41,technician,divorced,secondary,no,692,yes,no,cellular,30,jan,249,3,245,3,failure,no
34,management,married,tertiary,no,1036,yes,no,cellular,2,mar,78,4,103,7,failure,no
38,management,married,tertiary,no,1101,yes,no,cellular,9,mar,78,2,120,1,failure,no
29,technician,married,tertiary,no,676,no,no,cellular,9,mar,93,2,224,4,failure,no
34,management,married,tertiary,no,1674,yes,no,cellular,10,mar,113,1,210,7,failure,no
56,management,married,secondary,no,1928,no,no,cellular,16,mar,61,6,115,4,failure,no
54,management,married,tertiary,no,446,no,no,cellular,3,mar,133,4,102,4,other,no
28,blue-collar,single,secondary,no,387,yes,no,cellular,13,mar,61,11,282,1,other,no
41,management,single,tertiary,no,120,no,yes,cellular,24,mar,81,1,49,3,other,no
48,technician,married,secondary,no,1981,yes,no,cellular,16,mar,291,3,238,2,success,no
60,blue-collar,married,primary,no,1723,no,no,cellular,4,may,160,4,83,3,failure,no
27,student,single,,no,1444,no,no,cellular,4,may,130,1,91,2,failure,no
31,services,single,secondary,no,125,no,no,cellular,4,may,200,1,91,1,failure,no
33,management,single,tertiary,no,417,yes,no,cellular,4,may,170,2,87,1,failure,no
60,admin.,divorced,secondary,no,4519,no,no,cellular,4,may,136,1,91,1,failure,no
40,blue-collar,married,primary,no,-388,yes,no,cellular,4,may,195,3,340,1,failure,no
28,blue-collar,single,tertiary,no,1984,yes,no,cellular,4,may,32,2,14,1,failure,no
31,management,single,tertiary,no,630,no,no,cellular,4,may,95,2,91,2,failure,no
44,blue-collar,single,secondary,no,0,yes,no,cellular,4,may,64,2,19,1,failure,no
39,services,married,secondary,no,8876,no,no,cellular,4,may,106,1,91,2,failure,no
57,admin.,single,secondary,no,738,no,no,cellular,4,may,490,3,168,1,failure,no
48,management,divorced,tertiary,no,428,yes,no,cellular,4,may,347,2,167,2,failure,no
31,management,single,tertiary,no,6495,no,no,cellular,4,may,383,2,35,3,failure,no
29,management,married,tertiary,no,451,no,no,cellular,4,may,54,1,96,1,failure,no
26,management,single,tertiary,no,4683,yes,no,cellular,4,may,334,2,180,1,failure,no
33,blue-collar,married,secondary,no,-208,yes,yes,cellular,4,may,306,3,360,1,failure,no
41,blue-collar,married,secondary,no,72,yes,no,cellular,4,may,130,3,312,3,failure,no
33,admin.,divorced,secondary,no,661,yes,no,cellular,4,may,90,4,167,3,failure,no
40,unemployed,single,secondary,no,356,yes,no,cellular,4,may,225,2,339,2,failure,no
33,blue-collar,married,primary,no,5151,yes,yes,cellular,4,may,124,3,165,5,failure,no
31,management,married,tertiary,no,0,yes,no,cellular,4,may,108,2,167,1,failure,no
40,management,married,tertiary,no,7780,no,no,telephone,4,may,364,1,355,1,other,no
35,unemployed,married,secondary,no,977,yes,no,cellular,4,may,52,4,91,1,other,no
35,technician,single,secondary,no,5731,yes,no,cellular,4,may,164,2,167,4,other,no
41,management,married,tertiary,no,298,no,no,cellular,4,may,63,3,272,1,other,no
31,services,married,secondary,no,2083,yes,no,cellular,4,may,190,3,355,2,other,no
33,management,married,tertiary,no,415,no,no,cellular,4,may,75,5,167,1,other,no
35,management,married,tertiary,no,93,no,no,cellular,4,may,198,2,88,1,other,no
37,technician,single,tertiary,no,6101,no,no,cellular,4,may,60,5,87,1,success,no
,technician,single,tertiary,no,992,yes,no,cellular,4,may,301,1,88,2,success,no
52,unemployed,married,secondary,no,94,no,no,cellular,4,may,223,9,4,1,success,no
22,admin.,single,tertiary,no,897,yes,no,cellular,4,may,98,4,89,4,success,no
50,management,married,tertiary,no,346,no,no,cellular,4,may,76,2,87,1,success,no
33,blue-collar,married,primary,yes,-744,yes,no,,8,may,206,1,-1,0,,no
60,retired,married,primary,no,-2,yes,no,,8,may,75,1,-1,0,,no
33,technician,single,tertiary,no,129,yes,no,,8,may,128,1,-1,0,,no
33,services,divorced,secondary,no,411,yes,no,,8,may,216,1,-1,0,,no
47,management,married,tertiary,no,643,yes,no,,8,may,155,1,-1,0,,no
37,technician,single,,no,391,yes,no,,8,may,103,3,-1,0,,no
34,blue-collar,married,secondary,no,80,yes,yes,,8,may,494,1,-1,0,,no
32,technician,single,secondary,no,10,yes,no,,8,may,107,1,-1,0,,no
36,admin.,married,secondary,no,114,yes,yes,,8,may,147,1,-1,0,,no
40,blue-collar,single,secondary,no,1,yes,no,,8,may,190,1,-1,0,,no
57,management,married,tertiary,no,1341,yes,no,,8,may,339,2,-1,0,,no
48,blue-collar,married,primary,no,4,yes,no,,8,may,198,1,-1,0,,no
26,blue-collar,married,secondary,no,2770,yes,no,,8,may,141,1,-1,0,,no
30,management,single,tertiary,no,5956,yes,no,,8,may,255,1,-1,0,,no
30,self-employed,married,secondary,no,131,yes,no,,8,may,306,1,-1,0,,no
35,management,married,tertiary,no,1942,yes,no,,8,may,249,1,-1,0,,no
36,entrepreneur,married,,no,298,yes,no,,8,may,215,1,-1,0,,no
52,technician,married,secondary,no,291,no,no,,8,may,143,1,-1,0,,no
45,blue-collar,married,primary,no,85,yes,no,,8,may,162,1,-1,0,,no
35,management,single,tertiary,no,797,yes,no,,8,may,81,1,-1,0,,no
46,blue-collar,single,secondary,no,152,yes,no,,8,may,33,4,-1,0,,no
39,blue-collar,married,primary,no,481,yes,no,,8,may,204,1,-1,0,,no
38,management,married,tertiary,no,66,yes,no,,8,may,124,1,-1,0,,no
38,blue-collar,married,secondary,no,4586,yes,no,,8,may,784,1,-1,0,,no
31,technician,single,tertiary,no,1798,yes,no,,8,may,393,1,-1,0,,no
39,management,single,tertiary,no,220,yes,no,,8,may,87,2,-1,0,,no
32,blue-collar,married,secondary,no,715,yes,no,,8,may,108,2,-1,0,,no
32,services,married,secondary,no,442,yes,no,,8,may,207,1,-1,0,,no
26,student,single,secondary,no,85,yes,no,,8,may,278,2,-1,0,,no
35,technician,married,secondary,no,319,yes,no,,8,may,74,1,-1,0,,no
26,blue-collar,single,secondary,no,-29,yes,no,,8,may,196,1,-1,0,,no
33,admin.,single,secondary,no,303,no,no,,8,may,149,1,-1,0,,no
41,,single,primary,no,2398,yes,no,,8,may,287,2,-1,0,,no
30,entrepreneur,married,secondary,no,31,no,no,,8,may,229,1,-1,0,,no
36,technician,single,secondary,no,1832,yes,no,,8,may,154,1,-1,0,,no
46,services,married,secondary,no,2019,yes,no,,8,may,357,1,-1,0,,no
30,blue-collar,married,primary,no,3,yes,no,,8,may,147,1,-1,0,,no
46,services,married,secondary,no,397,no,no,,8,may,93,1,-1,0,,no
38,technician,married,tertiary,no,1161,yes,no,,8,may,665,1,-1,0,,no
24,technician,single,tertiary,no,777,yes,no,,8,may,131,1,-1,0,,no
41,management,divorced,tertiary,no,47,yes,no,,8,may,160,1,-1,0,,no
28,technician,married,primary,no,-58,yes,no,,8,may,74,1,-1,0,,no
55,unemployed,single,tertiary,no,1513,yes,no,,8,may,60,1,-1,0,,no
40,management,married,tertiary,no,121,no,no,,8,may,82,1,-1,0,,no
38,management,divorced,tertiary,no,904,yes,no,,8,may,475,1,-1,0,,no
40,technician,married,secondary,no,697,yes,no,,8,may,111,1,-1,0,,no
54,services,married,secondary,no,841,yes,no,,8,may,284,4,-1,0,,no
49,housemaid,married,secondary,no,7317,yes,no,,8,may,140,1,-1,0,,no
44,blue-collar,married,secondary,no,-95,yes,no,,8,may,110,1,-1,0,,no
32,management,single,tertiary,no,751,yes,no,,8,may,64,1,-1,0,,no
36,blue-collar,married,primary,no,250,yes,no,,8,may,149,1,-1,0,,no
35,technician,single,secondary,no,365,yes,no,,8,may,256,2,-1,0,,no
31,management,single,tertiary,no,1315,yes,no,,8,may,156,1,-1,0,,no
34,technician,married,secondary,no,65,yes,no,,8,may,63,3,-1,0,,no
36,management,married,tertiary,no,1852,no,no,,8,may,362,1,-1,0,,no
44,admin.,single,secondary,no,-84,yes,no,,8,may,32,3,-1,0,,no
44,blue-collar,single,secondary,no,36,yes,no,,8,may,712,1,-1,0,,no
51,blue-collar,married,,no,125,yes,no,,8,may,102,2,-1,0,,no
36,blue-collar,married,secondary,no,0,no,no,,8,may,338,2,-1,0,,no
37,blue-collar,married,secondary,no,105,yes,no,,8,may,69,2,-1,0,,no
31,services,married,secondary,no,432,yes,no,,8,may,446,1,-1,0,,no
42,blue-collar,married,primary,no,555,yes,no,,8,may,249,2,-1,0,,no
55,entrepreneur,married,primary,no,-24,yes,no,,8,may,176,1,-1,0,,no
57,management,married,tertiary,no,2261,yes,no,,8,may,1007,1,-1,0,,no
33,services,married,secondary,no,804,yes,yes,,8,may,266,1,-1,0,,no
44,blue-collar,married,secondary,yes,-617,yes,no,,8,may,172,1,-1,0,,no
30,technician,married,secondary,no,-1,yes,no,,8,may,323,1,-1,0,,no
37,services,married,secondary,no,237,yes,no,,8,may,175,1,-1,0,,no
32,admin.,married,secondary,no,514,yes,no,,8,may,459,1,-1,0,,no
33,blue-collar,married,secondary,no,1988,yes,no,,8,may,211,2,-1,0,,no
31,technician,single,tertiary,no,491,yes,no,,8,may,237,1,-1,0,,no
46,technician,married,tertiary,no,675,yes,no,,8,may,50,1,-1,0,,no
34,blue-collar,single,secondary,no,177,yes,no,,8,may,500,1,-1,0,,no
51,admin.,divorced,secondary,no,340,yes,no,,8,may,186,1,-1,0,,no
49,technician,married,primary,no,230,yes,no,,8,may,96,1,-1,0,,no
52,management,single,tertiary,yes,0,no,no,,8,may,98,1,-1,0,,no
43,technician,married,tertiary,no,2331,yes,no,,8,may,364,4,-1,0,,no
35,blue-collar,divorced,secondary,no,0,yes,no,,8,may,477,1,-1,0,,no
27,student,single,secondary,no,217,yes,no,,8,may,319,1,-1,0,,no
43,blue-collar,married,primary,no,186,yes,no,,8,may,178,1,-1,0,,no
50,services,divorced,secondary,no,145,yes,no,,8,may,170,1,-1,0,,no
33,admin.,divorced,secondary,no,140,yes,no,,8,may,139,1,-1,0,,no
49,services,married,secondary,no,-22,yes,no,,8,may,70,1,-1,0,,no
50,technician,married,secondary,no,389,yes,no,,8,may,110,1,-1,0,,no
42,admin.,married,secondary,no,323,yes,yes,,8,may,280,2,-1,0,,no
28,services,married,secondary,no,6,yes,no,,8,may,667,1,-1,0,,no
41,technician,married,secondary,no,225,yes,yes,,8,may,63,2,-1,0,,no
34,services,married,secondary,no,142,yes,no,,8,may,159,4,-1,0,,no
58,blue-collar,married,primary,no,5,no,no,,8,may,177,2,-1,0,,no
46,blue-collar,married,primary,no,174,yes,yes,,8,may,108,3,-1,0,,no
46,blue-collar,married,primary,no,-768,yes,no,,8,may,194,3,-1,0,,no
42,blue-collar,married,secondary,no,30,no,no,,8,may,366,2,-1,0,,no
40,blue-collar,married,primary,no,968,yes,yes,,8,may,213,1,-1,0,,no
42,blue-collar,divorced,secondary,no,47,yes,yes,,8,may,141,1,-1,0,,no
33,entrepreneur,married,secondary,no,0,yes,yes,,8,may,982,1,-1,0,,no
27,services,married,primary,no,91,yes,no,,8,may,168,2,-1,0,,no
43,blue-collar,married,primary,no,-77,yes,no,,8,may,468,1,-1,0,,no
28,blue-collar,married,,no,486,yes,no,,8,may,180,1,-1,0,,no
34,blue-collar,single,secondary,no,341,yes,no,,8,may,195,1,-1,0,,no
37,services,married,secondary,no,50,yes,no,,8,may,352,3,-1,0,,no
41,services,married,secondary,no,205,yes,no,,8,may,91,1,-1,0,,no
39,admin.,single,secondary,no,762,yes,no,,8,may,288,1,-1,0,,no
37,technician,single,tertiary,no,31,yes,no,,8,may,72,1,-1,0,,no
41,unemployed,married,primary,yes,-581,yes,no,,8,may,218,2,-1,0,,no
36,services,single,secondary,no,-45,yes,no,,8,may,289,1,-1,0,,no
51,blue-collar,married,primary,no,0,no,no,,8,may,384,1,-1,0,,no
28,self-employed,married,tertiary,no,120,yes,yes,,8,may,130,3,-1,0,,no
31,blue-collar,married,secondary,no,335,yes,no,,8,may,226,1,-1,0,,no
33,services,married,secondary,no,-232,yes,no,,8,may,208,1,-1,0,,no
31,services,married,secondary,no,28,yes,no,,8,may,101,1,-1,0,,no
48,blue-collar,married,primary,no,448,yes,no,,8,may,189,1,-1,0,,no
26,student,single,tertiary,no,37,yes,no,,8,may,108,1,-1,0,,no
34,technician,single,tertiary,no,301,yes,no,,8,may,205,1,-1,0,,no
38,blue-collar,married,primary,no,668,no,no,,8,may,238,1,-1,0,,no
51,admin.,divorced,secondary,no,115,yes,yes,,8,may,136,1,-1,0,,no
49,admin.,single,secondary,no,275,no,no,,8,may,14,1,-1,0,,no
60,retired,married,primary,no,414,no,no,,8,may,395,1,-1,0,,no
32,management,single,tertiary,no,3,yes,no,,8,may,161,1,-1,0,,no
36,admin.,divorced,secondary,no,496,no,no,,8,may,269,3,-1,0,,no
28,management,single,tertiary,no,150,yes,no,,8,may,491,1,-1,0,,no
34,management,single,tertiary,no,163,no,no,,8,may,44,1,-1,0,,no
40,admin.,single,secondary,no,1322,yes,no,,8,may,26,1,-1,0,,no
33,housemaid,married,primary,no,1713,yes,no,,8,may,22,1,-1,0,,no
37,admin.,married,primary,no,242,yes,no,,8,may,161,8,-1,0,,no
40,management,married,tertiary,no,-29,no,no,,8,may,406,2,-1,0,,no
59,retired,divorced,tertiary,no,381,yes,no,,8,may,422,4,-1,0,,no
39,blue-collar,single,secondary,no,82,yes,no,,8,may,147,5,-1,0,,no
28,management,single,tertiary,no,21,yes,no,,8,may,219,3,-1,0,,no
30,services,married,secondary,no,1801,yes,no,,8,may,807,2,-1,0,,no
40,blue-collar,married,primary,no,640,yes,yes,,8,may,347,2,-1,0,,no
28,blue-collar,married,primary,no,113,yes,no,,8,may,534,2,-1,0,,no
39,blue-collar,married,secondary,no,1042,yes,no,,8,may,58,2,-1,0,,no
44,services,divorced,secondary,no,240,yes,no,,8,may,155,2,-1,0,,no
39,services,single,secondary,no,-244,yes,no,,8,may,152,2,-1,0,,no
30,blue-collar,married,primary,no,70,yes,yes,,8,may,461,3,-1,0,,no
35,blue-collar,married,secondary,no,-339,yes,no,,8,may,389,2,-1,0,,no
31,management,married,tertiary,no,59,yes,no,,8,may,314,3,-1,0,,no
47,management,married,primary,no,1222,yes,no,,8,may,28,3,-1,0,,no
26,student,single,,no,-41,yes,no,,8,may,229,2,-1,0,,no
25,blue-collar,single,secondary,no,0,yes,no,,8,may,30,2,-1,0,,no
42,management,married,tertiary,no,6,yes,no,,8,may,103,4,-1,0,,no
30,blue-collar,married,primary,no,4,yes,no,,8,may,32,2,-1,0,,no
28,services,married,secondary,no,20,yes,yes,,8,may,252,2,-1,0,,no
46,admin.,divorced,tertiary,no,846,yes,no,,8,may,369,2,-1,0,,no
43,blue-collar,divorced,secondary,no,338,yes,no,,8,may,116,1,-1,0,,no
38,technician,married,,no,90,yes,yes,,8,may,20,2,-1,0,,no
31,blue-collar,married,primary,no,406,yes,no,,8,may,31,1,-1,0,,no
29,services,single,secondary,no,2,no,no,,8,may,190,1,-1,0,,no
34,services,married,secondary,no,2211,no,no,,8,may,149,1,-1,0,,no
40,blue-collar,married,primary,no,87,yes,no,,8,may,210,1,-1,0,,no
30,technician,single,tertiary,no,178,yes,no,,8,may,234,1,-1,0,,no
44,technician,married,,no,185,yes,yes,,8,may,63,1,-1,0,,no
38,blue-collar,married,secondary,no,-210,yes,no,,8,may,21,1,-1,0,,no
32,blue-collar,married,secondary,no,1,yes,no,,8,may,102,1,-1,0,,no
34,services,married,secondary,no,586,yes,yes,,8,may,224,2,-1,0,,no
32,services,single,secondary,no,459,yes,no,,8,may,202,2,-1,0,,no
55,entrepreneur,married,primary,no,298,yes,no,,8,may,144,3,-1,0,,no
50,blue-collar,divorced,primary,no,134,no,no,,8,may,263,2,-1,0,,no
43,blue-collar,married,primary,no,34,yes,no,,8,may,543,3,-1,0,,no
44,services,single,secondary,no,1378,yes,no,,8,may,257,2,-1,0,,no
27,blue-collar,married,tertiary,no,417,yes,yes,,8,may,237,2,-1,0,,no
35,blue-collar,married,secondary,no,25,yes,no,,8,may,23,5,-1,0,,no
45,services,married,secondary,no,22,yes,no,,8,may,209,3,-1,0,,no
35,blue-collar,single,primary,no,398,yes,no,,8,may,34,1,-1,0,,no
49,blue-collar,single,primary,no,1164,yes,no,,8,may,72,1,-1,0,,no
34,management,married,secondary,no,487,yes,no,,8,may,442,2,-1,0,,no
51,admin.,single,secondary,no,3132,no,no,telephone,5,nov,449,1,176,1,failure,no
33,unemployed,divorced,secondary,no,1005,yes,no,telephone,10,nov,175,1,174,2,failure,no
30,management,single,tertiary,no,1243,yes,no,telephone,13,nov,86,1,174,1,failure,no
44,entrepreneur,married,tertiary,no,1631,yes,no,cellular,17,nov,81,1,195,2,failure,no
51,management,divorced,tertiary,no,119,no,no,cellular,17,nov,200,1,165,2,failure,no
51,technician,married,secondary,no,58,yes,no,cellular,17,nov,79,1,129,2,failure,no
44,management,married,tertiary,no,6203,yes,yes,cellular,17,nov,58,1,188,1,failure,no
34,technician,single,secondary,no,105,yes,no,cellular,17,nov,303,1,196,2,failure,no
49,management,married,tertiary,no,1533,no,no,cellular,17,nov,324,1,172,1,failure,no
47,housemaid,married,tertiary,no,228,yes,no,cellular,17,nov,80,1,118,1,failure,no
40,management,single,secondary,no,1623,yes,no,cellular,17,nov,161,1,167,2,failure,no
47,blue-collar,married,secondary,no,1484,no,no,cellular,17,nov,297,1,119,3,failure,no
54,technician,single,secondary,no,198,yes,yes,cellular,17,nov,120,1,171,2,failure,no
45,technician,married,secondary,no,1477,yes,no,cellular,17,nov,75,1,132,1,failure,no
39,admin.,married,secondary,no,401,yes,no,cellular,17,nov,396,1,129,2,failure,no
39,blue-collar,married,primary,no,3324,no,no,cellular,17,nov,96,1,131,1,failure,no
37,management,married,tertiary,yes,0,no,no,cellular,17,nov,44,1,123,2,failure,no
58,admin.,married,,no,0,yes,no,cellular,17,nov,219,1,186,2,failure,no
43,technician,married,secondary,no,1865,yes,no,cellular,17,nov,155,1,186,1,failure,no
50,management,married,secondary,no,633,no,yes,telephone,17,nov,302,1,111,6,failure,no
